Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
19/12/2006;20:15:00;5.924;0.514;240.03;26.0;0.0;0.0;18.0
19/12/2006;20:16:00;4.293;0.358;239.9;18.8;0.0;0.0;22.0
19/12/2006;20:17:00;4.841;0.128;246.97;20.6;0.0;0.0;19.0
19/12/2006;20:18:00;5.959;0.458;243.19;25.8;0.0;0.0;22.0
19/12/2006;20:19:00;5.97;0.402;248.75;25.3;35.0;1.0;12.0
19/12/2006;20:20:00;5.659;0.351;239.34;24.9;0.0;0.0;26.0
19/12/2006;20:21:00;5.449;0.212;242.49;23.7;21.0;1.0;13.0
19/12/2006;20:22:00;5.058;0.16;241.82;22.0;2.0;0.0;15.0
19/12/2006;20:23:00;4.463;0.245;239.04;19.7;0.0;0.0;10.0
19/12/2006;20:24:00;?;?;?;?;?;?;?
19/12/2006;20:25:00;5.002;0.412;243.76;21.6;37.0;0.0;24.0
19/12/2006;20:26:00;6.155;0.205;239.86;27.0;33.0;0.0;19.0
19/12/2006;20:27:00;2.813;0.253;239.35;12.4;0.0;0.0;27.0
19/12/2006;20:28:00;4.444;0.133;241.43;19.4;0.0;0.0;26.0
19/12/2006;20:29:00;5.18;0.41;234.49;23.3;0.0;0.0;15.0
19/12/2006;20:30:00;5.259;0.17;240.02;23.1;26.0;1.0;21.0
19/12/2006;20:31:00;3.265;0.284;244.16;14.1;0.0;0.0;17.0
19/12/2006;20:32:00;7.729;0.206;244.8;33.2;18.0;0.0;16.0
19/12/2006;20:33:00;6.393;0.52;240.06;28.0;0.0;0.0;18.0
19/12/2006;20:34:00;5.954;0.304;240.83;26.0;0.0;0.0;24.0
19/12/2006;20:35:00;2.53;0.188;234.28;11.4;0.0;0.0;14.0
19/12/2006;20:36:00;3.236;0.185;240.51;14.2;0.0;0.0;28.0
19/12/2006;20:37:00;6.186;0.408;239.44;27.2;0.0;0.0;11.0
19/12/2006;20:38:00;2.618;0.184;242.43;11.4;0.0;0.0;13.0
19/12/2006;20:39:00;6.495;0.198;238.37;28.7;0.0;0.0;24.0
19/12/2006;20:40:00;5.622;0.383;240.85;24.6;0.0;0.0;26.0
19/12/2006;20:41:00;4.693;0.39;244.55;20.2;7.0;0.0;29.0
19/12/2006;20:42:00;5.618;0.343;240.98;24.5;27.0;0.0;12.0
19/12/2006;20:43:00;2.887;0.384;240.68;12.6;15.0;2.0;21.0
19/12/2006;20:44:00;6.056;0.112;244.18;26.1;0.0;0.0;15.0
19/12/2006;20:45:00;5.948;0.3;239.55;26.1;0.0;0.0;18.0
19/12/2006;20:46:00;4.694;0.16;238.58;20.7;0.0;0.0;28.0
19/12/2006;20:47:00;6.067;0.399;245.28;26.0;0.0;0.0;15.0
19/12/2006;20:48:00;4.741;0.478;241.52;20.7;29.0;0.0;26.0
19/12/2006;20:49:00;4.25;0.243;234.4;19.1;0.0;0.0;15.0
19/12/2006;20:50:00;2.625;0.278;243.38;11.4;0.0;0.0;16.0
19/12/2006;20:51:00;6.368;0.311;241.3;27.8;9.0;2.0;17.0
19/12/2006;20:52:00;4.444;0.263;239.2;19.6;0.0;0.0;14.0
19/12/2006;20:53:00;5.154;0.343;239.34;22.7;0.0;0.0;25.0
19/12/2006;20:54:00;4.659;0.275;237.14;20.7;23.0;0.0;14.0
19/12/2006;20:55:00;5.513;0.369;244.36;23.7;31.0;0.0;20.0
19/12/2006;20:56:00;3.34;0.278;246.69;14.3;0.0;0.0;15.0
19/12/2006;20:57:00;4.456;0.173;240.26;19.5;0.0;0.0;15.0
19/12/2006;20:58:00;5.652;0.291;237.65;25.0;37.0;0.0;16.0
19/12/2006;20:59:00;3.471;0.193;243.98;15.0;33.0;0.0;14.0
19/12/2006;21:00:00;2.754;0.4;240.86;12.0;16.0;0.0;27.0
19/12/2006;21:01:00;3.261;0.151;243.86;14.1;0.0;0.0;14.0
19/12/2006;21:02:00;2.638;0.201;246.48;11.3;0.0;0.0;27.0
19/12/2006;21:03:00;3.818;0.19;241.57;16.6;0.0;0.0;21.0
19/12/2006;21:04:00;4.941;0.204;241.83;21.5;0.0;0.0;21.0
19/12/2006;21:05:00;3.272;0.186;240.92;14.3;0.0;0.0;12.0
19/12/2006;21:06:00;4.254;0.346;242.34;18.5;10.0;0.0;13.0
19/12/2006;21:07:00;4.655;0.185;240.42;20.4;0.0;0.0;20.0
19/12/2006;21:08:00;5.788;0.135;238.0;25.6;1.0;0.0;25.0
19/12/2006;21:09:00;6.721;0.483;241.28;29.3;0.0;0.0;23.0
19/12/2006;21:10:00;3.96;0.442;243.34;17.1;13.0;0.0;11.0
19/12/2006;21:11:00;2.895;0.443;242.75;12.6;0.0;0.0;26.0
19/12/2006;21:12:00;3.222;0.085;239.46;14.2;0.0;1.0;18.0
19/12/2006;21:13:00;5.666;0.132;246.54;24.2;0.0;0.0;24.0
19/12/2006;21:14:00;5.111;0.142;241.76;22.3;0.0;2.0;21.0
19/12/2006;21:15:00;2.659;0.225;242.27;11.6;23.0;0.0;27.0
19/12/2006;21:16:00;3.097;0.097;238.76;13.7;35.0;0.0;14.0
19/12/2006;21:17:00;3.21;0.312;231.81;14.6;0.0;0.0;22.0
19/12/2006;21:18:00;3.242;0.419;246.07;13.9;27.0;0.0;13.0
19/12/2006;21:19:00;4.487;0.238;237.19;19.9;0.0;0.0;15.0
19/12/2006;21:20:00;2.765;0.096;238.02;12.2;0.0;0.0;17.0
19/12/2006;21:21:00;3.458;0.167;244.78;14.9;37.0;0.0;13.0
19/12/2006;21:22:00;6.125;0.423;234.86;27.5;0.0;0.0;16.0
19/12/2006;21:23:00;4.378;0.459;239.51;19.2;9.0;0.0;19.0
19/12/2006;21:24:00;5.338;0.323;236.61;23.7;0.0;0.0;18.0
19/12/2006;21:25:00;5.596;0.251;241.3;24.4;0.0;0.0;10.0
19/12/2006;21:26:00;6.142;0.553;243.3;26.6;31.0;0.0;27.0
19/12/2006;21:27:00;5.8;0.372;244.08;25.0;24.0;0.0;16.0
19/12/2006;21:28:00;9.66;0.597;240.04;42.4;0.0;0.0;12.0
19/12/2006;21:29:00;4.175;0.232;242.19;18.1;2.0;0.0;26.0
19/12/2006;21:30:00;3.762;0.475;238.57;16.6;0.0;0.0;18.0
19/12/2006;21:31:00;3.177;0.162;241.58;13.8;0.0;0.0;26.0
19/12/2006;21:32:00;4.295;0.227;235.42;19.2;0.0;0.0;14.0
19/12/2006;21:33:00;3.584;0.393;236.47;16.0;4.0;0.0;16.0
19/12/2006;21:34:00;4.868;0.279;246.56;20.8;0.0;0.0;12.0
19/12/2006;21:35:00;3.896;0.135;235.5;17.4;0.0;0.0;21.0
19/12/2006;21:36:00;6.766;0.165;241.46;29.5;0.0;0.0;15.0
19/12/2006;21:37:00;6.586;0.109;242.92;28.5;0.0;0.0;18.0
19/12/2006;21:38:00;3.628;0.301;241.64;15.8;6.0;0.0;21.0
19/12/2006;21:39:00;6.322;0.422;238.09;28.0;36.0;0.0;17.0
19/12/2006;21:40:00;3.192;0.094;245.02;13.7;17.0;0.0;15.0
19/12/2006;21:41:00;3.105;0.162;240.52;13.6;23.0;0.0;14.0
19/12/2006;21:42:00;3.272;0.205;244.06;14.1;0.0;0.0;23.0
19/12/2006;21:43:00;2.677;0.426;242.03;11.6;0.0;0.0;29.0
19/12/2006;21:44:00;6.062;0.192;241.34;26.4;0.0;0.0;15.0
19/12/2006;21:45:00;3.796;0.402;236.52;16.9;0.0;0.0;27.0
19/12/2006;21:46:00;4.526;0.094;242.82;19.6;35.0;1.0;18.0
19/12/2006;21:47:00;5.61;0.518;241.53;24.4;0.0;0.0;28.0
19/12/2006;21:48:00;4.035;0.33;237.35;17.9;10.0;0.0;12.0
19/12/2006;21:49:00;6.202;0.255;240.69;27.1;0.0;0.0;22.0
19/12/2006;21:50:00;4.097;0.091;239.25;18.0;0.0;0.0;14.0
19/12/2006;21:51:00;5.307;0.171;236.83;23.6;25.0;0.0;24.0
19/12/2006;21:52:00;2.598;0.07;232.54;11.8;30.0;1.0;24.0
19/12/2006;21:53:00;6.796;0.234;242.25;29.5;36.0;0.0;18.0
19/12/2006;21:54:00;6.732;0.212;237.45;29.8;27.0;0.0;21.0
19/12/2006;21:55:00;3.249;0.24;239.1;14.3;7.0;1.0;25.0
19/12/2006;21:56:00;4.681;0.277;244.03;20.2;15.0;0.0;15.0
19/12/2006;21:57:00;4.905;0.339;244.73;21.1;0.0;0.0;21.0
19/12/2006;21:58:00;4.152;0.336;237.56;18.4;27.0;0.0;16.0
19/12/2006;21:59:00;5.324;0.214;240.77;23.3;23.0;1.0;17.0
19/12/2006;22:00:00;3.172;0.403;243.62;13.7;0.0;0.0;19.0
19/12/2006;22:01:00;3.599;0.389;237.19;16.0;0.0;0.0;23.0
19/12/2006;22:02:00;3.037;0.212;240.75;13.3;0.0;0.0;24.0
19/12/2006;22:03:00;5.74;0.146;238.95;25.3;0.0;1.0;20.0
19/12/2006;22:04:00;5.929;0.116;238.52;26.2;0.0;0.0;24.0
19/12/2006;22:05:00;4.63;0.446;243.13;20.0;0.0;0.0;14.0
19/12/2006;22:06:00;5.71;0.139;241.44;24.9;0.0;0.0;12.0
19/12/2006;22:07:00;4.005;0.145;238.19;17.7;0.0;0.0;24.0
19/12/2006;22:08:00;3.365;0.292;244.62;14.5;0.0;0.0;23.0
19/12/2006;22:09:00;6.458;0.418;234.92;28.9;0.0;0.0;20.0
19/12/2006;22:10:00;5.694;0.232;243.9;24.6;0.0;0.0;23.0
19/12/2006;22:11:00;4.312;0.322;240.5;18.9;0.0;0.0;28.0
19/12/2006;22:12:00;3.579;0.207;241.7;15.6;0.0;0.0;16.0
19/12/2006;22:13:00;3.001;0.15;237.97;13.3;0.0;0.0;13.0
19/12/2006;22:14:00;6.504;0.267;239.08;28.6;0.0;0.0;11.0
19/12/2006;22:15:00;6.58;0.297;235.16;29.5;0.0;0.0;21.0
19/12/2006;22:16:00;6.273;0.352;238.25;27.7;0.0;0.0;21.0
19/12/2006;22:17:00;5.198;0.413;243.69;22.5;0.0;0.0;17.0
19/12/2006;22:18:00;2.719;0.212;242.52;11.8;0.0;0.0;29.0
19/12/2006;22:19:00;3.994;0.103;240.79;17.5;0.0;0.0;13.0
19/12/2006;22:20:00;5.022;0.08;243.14;21.7;0.0;0.0;14.0
19/12/2006;22:21:00;5.106;0.303;237.6;22.6;0.0;0.0;10.0
19/12/2006;22:22:00;5.37;0.256;242.42;23.3;0.0;0.0;13.0
19/12/2006;22:23:00;4.277;0.273;238.91;18.8;0.0;0.0;17.0
19/12/2006;22:24:00;3.215;0.189;238.49;14.2;0.0;2.0;27.0
19/12/2006;22:25:00;5.553;0.425;240.19;24.3;0.0;0.0;16.0
19/12/2006;22:26:00;5.551;0.402;240.92;24.3;0.0;0.0;24.0
19/12/2006;22:27:00;5.439;0.235;239.44;23.9;0.0;0.0;24.0
19/12/2006;22:28:00;3.544;0.069;241.62;15.4;0.0;0.0;26.0
19/12/2006;22:29:00;5.595;0.39;239.31;24.6;0.0;1.0;27.0
19/12/2006;22:30:00;6.261;0.127;241.71;27.3;0.0;0.0;20.0
19/12/2006;22:31:00;4.583;0.427;241.61;20.0;0.0;0.0;14.0
19/12/2006;22:32:00;6.536;0.17;243.88;28.2;0.0;1.0;18.0
19/12/2006;22:33:00;5.001;0.08;242.27;21.7;0.0;0.0;24.0
19/12/2006;22:34:00;5.085;0.089;245.43;21.8;0.0;0.0;17.0
19/12/2006;22:35:00;5.461;0.127;242.33;23.7;0.0;0.0;12.0
19/12/2006;22:36:00;6.597;0.308;245.6;28.3;0.0;0.0;22.0
19/12/2006;22:37:00;5.967;0.199;238.23;26.4;0.0;0.0;19.0
19/12/2006;22:38:00;5.514;0.231;243.57;23.8;0.0;0.0;26.0
19/12/2006;22:39:00;4.83;0.232;242.12;21.0;0.0;0.0;20.0
19/12/2006;22:40:00;6.41;0.118;236.68;28.5;0.0;0.0;21.0
19/12/2006;22:41:00;4.279;0.177;240.31;18.7;0.0;0.0;18.0
19/12/2006;22:42:00;4.685;0.496;237.56;20.8;0.0;0.0;25.0
19/12/2006;22:43:00;6.111;0.398;239.74;26.8;0.0;0.0;27.0
19/12/2006;22:44:00;4.92;0.193;236.82;21.9;0.0;0.0;14.0
19/12/2006;22:45:00;6.002;0.234;235.02;26.9;0.0;0.0;18.0
19/12/2006;22:46:00;3.522;0.41;241.52;15.4;0.0;0.0;16.0
19/12/2006;22:47:00;6.613;0.435;239.59;29.1;0.0;0.0;17.0
19/12/2006;22:48:00;4.407;0.481;240.11;19.3;0.0;0.0;22.0
19/12/2006;22:49:00;5.785;0.437;240.93;25.3;0.0;1.0;25.0
19/12/2006;22:50:00;8.197;0.398;237.65;36.3;0.0;0.0;14.0
19/12/2006;22:51:00;4.784;0.515;240.69;20.9;0.0;0.0;27.0
19/12/2006;22:52:00;6.484;0.355;240.85;28.3;0.0;0.0;28.0
19/12/2006;22:53:00;5.761;0.281;242.83;25.0;0.0;0.0;13.0
19/12/2006;22:54:00;5.282;0.431;238.09;23.4;0.0;0.0;29.0
19/12/2006;22:55:00;7.91;0.401;239.82;34.7;0.0;0.0;16.0
19/12/2006;22:56:00;6.108;0.365;238.01;27.0;0.0;0.0;11.0
19/12/2006;22:57:00;6.02;0.197;236.78;26.8;0.0;2.0;29.0
19/12/2006;22:58:00;4.331;0.301;244.02;18.7;0.0;0.0;15.0
19/12/2006;22:59:00;5.747;0.316;239.72;25.2;0.0;0.0;14.0
19/12/2006;23:00:00;2.155;0.215;240.57;9.4;0.0;0.0;12.0
19/12/2006;23:01:00;1.493;0.074;243.59;6.5;0.0;1.0;12.0
19/12/2006;23:02:00;0.971;0.314;241.38;4.2;0.0;0.0;1.0
19/12/2006;23:03:00;2.083;0.411;243.92;9.0;0.0;0.0;28.0
19/12/2006;23:04:00;1.417;0.136;239.21;6.2;0.0;0.0;19.0
19/12/2006;23:05:00;1.363;0.336;240.26;6.0;0.0;0.0;12.0
19/12/2006;23:06:00;1.544;0.189;240.18;6.8;0.0;1.0;12.0
19/12/2006;23:07:00;1.29;0.28;237.77;5.7;0.0;0.0;17.0
19/12/2006;23:08:00;0.921;0.27;237.25;4.1;0.0;0.0;7.0
19/12/2006;23:09:00;1.847;0.118;239.78;8.1;0.0;0.0;21.0
19/12/2006;23:10:00;1.834;0.318;240.26;8.0;0.0;0.0;25.0
19/12/2006;23:11:00;1.559;0.203;234.66;7.0;0.0;2.0;26.0
19/12/2006;23:12:00;1.533;0.368;242.04;6.7;0.0;0.0;27.0
19/12/2006;23:13:00;4.495;0.339;244.79;19.3;0.0;0.0;15.0
19/12/2006;23:14:00;3.963;0.152;240.14;17.4;0.0;0.0;23.0
19/12/2006;23:15:00;1.086;0.283;240.4;4.8;0.0;0.0;7.0
19/12/2006;23:16:00;2.028;0.186;240.94;8.9;0.0;0.0;12.0
19/12/2006;23:17:00;1.111;0.091;242.27;4.8;0.0;1.0;9.0
19/12/2006;23:18:00;1.491;0.398;237.27;6.6;0.0;0.0;25.0
19/12/2006;23:19:00;1.649;0.364;242.54;7.2;0.0;0.0;29.0
19/12/2006;23:20:00;4.672;0.405;241.48;20.4;0.0;0.0;23.0
19/12/2006;23:21:00;1.385;0.224;236.53;6.2;0.0;0.0;15.0
19/12/2006;23:22:00;1.727;0.172;241.28;7.5;0.0;0.0;19.0
19/12/2006;23:23:00;1.367;0.198;245.49;5.9;0.0;0.0;24.0
19/12/2006;23:24:00;1.434;0.179;239.21;6.3;0.0;0.0;28.0
19/12/2006;23:25:00;1.935;0.25;243.61;8.4;0.0;0.0;22.0
19/12/2006;23:26:00;3.884;0.286;240.5;17.0;0.0;0.0;24.0
19/12/2006;23:27:00;0.957;0.211;240.81;4.2;0.0;0.0;2.0
19/12/2006;23:28:00;1.202;0.39;243.13;5.2;0.0;0.0;11.0
19/12/2006;23:29:00;2.012;0.063;239.13;8.9;0.0;0.0;29.0
19/12/2006;23:30:00;1.113;0.29;239.44;4.9;0.0;0.0;9.0
19/12/2006;23:31:00;1.4;0.271;240.65;6.1;0.0;0.0;23.0
19/12/2006;23:32:00;1.888;0.147;233.94;8.5;0.0;0.0;27.0
19/12/2006;23:33:00;1.877;0.18;238.11;8.3;0.0;0.0;19.0
19/12/2006;23:34:00;2.134;0.131;246.83;9.1;0.0;0.0;26.0
19/12/2006;23:35:00;1.033;0.279;242.06;4.5;0.0;0.0;3.0
19/12/2006;23:36:00;1.74;0.311;239.52;7.6;0.0;0.0;27.0
19/12/2006;23:37:00;2.11;0.152;235.76;9.4;0.0;0.0;29.0
19/12/2006;23:38:00;0.834;0.166;243.65;3.6;0.0;0.0;9.0
19/12/2006;23:39:00;1.853;0.206;248.88;7.8;0.0;0.0;12.0
19/12/2006;23:40:00;1.05;0.148;246.36;4.5;0.0;0.0;13.0
19/12/2006;23:41:00;2.148;0.247;238.71;9.5;0.0;0.0;26.0
19/12/2006;23:42:00;1.137;0.346;234.72;5.1;0.0;0.0;10.0
19/12/2006;23:43:00;1.315;0.24;242.84;5.7;0.0;0.0;28.0
19/12/2006;23:44:00;5.392;0.237;244.22;23.2;0.0;0.0;14.0
19/12/2006;23:45:00;1.507;0.123;237.6;6.7;0.0;2.0;21.0
19/12/2006;23:46:00;2.132;0.097;235.17;9.5;0.0;0.0;20.0
19/12/2006;23:47:00;1.716;0.111;240.59;7.5;0.0;0.0;13.0
19/12/2006;23:48:00;2.07;0.166;237.75;9.2;0.0;0.0;16.0
19/12/2006;23:49:00;1.759;0.367;238.66;7.8;0.0;0.0;26.0
19/12/2006;23:50:00;1.048;0.271;240.28;4.6;0.0;0.0;9.0
19/12/2006;23:51:00;1.099;0.188;241.03;4.8;0.0;0.0;2.0
19/12/2006;23:52:00;1.842;0.113;247.05;7.8;0.0;0.0;14.0
19/12/2006;23:53:00;2.047;0.078;241.99;8.9;0.0;0.0;19.0
19/12/2006;23:54:00;1.684;0.408;238.47;7.4;0.0;0.0;22.0
19/12/2006;23:55:00;6.553;0.113;242.18;28.5;0.0;0.0;25.0
19/12/2006;23:56:00;2.179;0.252;240.36;9.5;0.0;0.0;16.0
19/12/2006;23:57:00;1.85;0.177;235.33;8.3;0.0;0.0;13.0
19/12/2006;23:58:00;1.293;0.092;235.95;5.8;0.0;1.0;18.0
19/12/2006;23:59:00;1.824;0.324;240.44;8.0;0.0;0.0;17.0
20/12/2006;00:00:00;?;?;?;?;?;?;?
20/12/2006;00:01:00;0.209;0.131;235.15;0.9;0.0;0.0;0.0
20/12/2006;00:02:00;0.615;0.343;239.5;2.7;0.0;0.0;6.0
20/12/2006;00:03:00;0.212;0.202;234.19;1.0;0.0;0.0;0.0
20/12/2006;00:04:00;0.435;0.318;241.56;1.9;0.0;0.0;16.0
20/12/2006;00:05:00;0.337;0.292;241.82;1.5;0.0;0.0;0.0
20/12/2006;00:06:00;0.571;0.057;241.86;2.5;0.0;0.0;13.0
20/12/2006;00:07:00;0.508;0.106;241.35;2.2;0.0;0.0;1.0
20/12/2006;00:08:00;3.729;0.252;240.75;16.3;0.0;0.0;22.0
20/12/2006;00:09:00;0.45;0.195;243.72;1.9;0.0;0.0;7.0
20/12/2006;00:10:00;0.233;0.297;238.98;1.0;0.0;0.0;0.0
20/12/2006;00:11:00;0.278;0.107;240.18;1.2;0.0;0.0;0.0
20/12/2006;00:12:00;0.236;0.107;234.47;1.1;0.0;0.0;0.0
20/12/2006;00:13:00;0.622;0.228;240.44;2.7;0.0;0.0;15.0
20/12/2006;00:14:00;0.415;0.066;240.29;1.8;0.0;0.0;18.0
20/12/2006;00:15:00;0.575;0.126;241.77;2.5;0.0;0.0;5.0
20/12/2006;00:16:00;0.682;0.17;240.7;3.0;0.0;0.0;8.0
20/12/2006;00:17:00;0.687;0.216;238.86;3.0;0.0;0.0;2.0
20/12/2006;00:18:00;0.674;0.322;237.62;3.0;0.0;0.0;11.0
20/12/2006;00:19:00;0.277;0.285;241.16;1.2;0.0;0.0;0.0
20/12/2006;00:20:00;3.34;0.169;244.16;14.4;0.0;0.0;26.0
20/12/2006;00:21:00;0.223;0.057;243.12;1.0;0.0;0.0;0.0
20/12/2006;00:22:00;0.336;0.317;239.26;1.5;0.0;1.0;0.0
20/12/2006;00:23:00;0.656;0.108;238.35;2.9;0.0;1.0;5.0
20/12/2006;00:24:00;0.486;0.086;242.29;2.1;0.0;0.0;16.0
20/12/2006;00:25:00;?;?;?;?;?;?;?
20/12/2006;00:26:00;0.328;0.262;241.52;1.4;0.0;0.0;0.0
20/12/2006;00:27:00;0.674;0.269;238.62;3.0;0.0;0.0;6.0
20/12/2006;00:28:00;2.726;0.214;240.98;11.9;0.0;0.0;25.0
20/12/2006;00:29:00;0.597;0.1;237.06;2.7;0.0;0.0;10.0
20/12/2006;00:30:00;0.52;0.323;239.36;2.3;0.0;0.0;13.0
20/12/2006;00:31:00;0.341;0.232;241.04;1.5;0.0;1.0;0.0
20/12/2006;00:32:00;0.364;0.168;239.22;1.6;0.0;0.0;0.0
20/12/2006;00:33:00;0.48;0.346;241.88;2.1;0.0;0.0;8.0
20/12/2006;00:34:00;0.43;0.313;245.94;1.8;0.0;0.0;5.0
20/12/2006;00:35:00;0.393;0.242;243.59;1.7;0.0;0.0;0.0
20/12/2006;00:36:00;0.305;0.354;238.15;1.3;0.0;0.0;0.0
20/12/2006;00:37:00;0.57;0.179;236.86;2.5;0.0;0.0;4.0
20/12/2006;00:38:00;0.618;0.146;240.25;2.7;0.0;0.0;3.0
20/12/2006;00:39:00;0.605;0.282;238.05;2.7;0.0;0.0;4.0
20/12/2006;00:40:00;0.425;0.138;241.59;1.9;0.0;0.0;11.0
20/12/2006;00:41:00;0.409;0.24;237.06;1.8;0.0;0.0;7.0
20/12/2006;00:42:00;0.425;0.082;245.06;1.8;0.0;0.0;12.0
20/12/2006;00:43:00;0.325;0.115;243.99;1.4;0.0;0.0;0.0
20/12/2006;00:44:00;0.661;0.292;238.39;2.9;0.0;0.0;3.0
20/12/2006;00:45:00;0.683;0.254;240.41;3.0;0.0;0.0;13.0
20/12/2006;00:46:00;0.252;0.254;242.99;1.1;0.0;0.0;0.0
20/12/2006;00:47:00;0.601;0.188;244.58;2.6;0.0;0.0;10.0
20/12/2006;00:48:00;0.405;0.074;238.82;1.8;0.0;2.0;7.0
20/12/2006;00:49:00;0.659;0.352;242.18;2.9;0.0;0.0;9.0
20/12/2006;00:50:00;0.616;0.099;241.95;2.7;0.0;0.0;15.0
20/12/2006;00:51:00;0.445;0.253;237.81;2.0;0.0;0.0;5.0
20/12/2006;00:52:00;0.491;0.18;240.15;2.2;0.0;0.0;6.0
20/12/2006;00:53:00;0.374;0.294;242.29;1.6;0.0;0.0;0.0
20/12/2006;00:54:00;0.597;0.339;239.32;2.6;0.0;0.0;10.0
20/12/2006;00:55:00;0.402;0.206;244.62;1.7;0.0;0.0;5.0
20/12/2006;00:56:00;0.624;0.15;244.53;2.7;0.0;2.0;6.0
20/12/2006;00:57:00;2.981;0.4;244.49;12.8;0.0;0.0;25.0
20/12/2006;00:58:00;0.696;0.241;244.4;3.0;0.0;0.0;4.0
20/12/2006;00:59:00;0.452;0.287;239.6;2.0;0.0;0.0;6.0
20/12/2006;01:00:00;0.556;0.287;244.11;2.4;0.0;0.0;16.0
20/12/2006;01:01:00;0.626;0.206;241.92;2.7;0.0;0.0;16.0
20/12/2006;01:02:00;0.423;0.211;243.9;1.8;0.0;0.0;15.0
20/12/2006;01:03:00;0.67;0.131;237.3;3.0;0.0;0.0;15.0
20/12/2006;01:04:00;0.687;0.099;234.72;3.1;0.0;0.0;11.0
20/12/2006;01:05:00;0.547;0.091;238.53;2.4;0.0;2.0;9.0
20/12/2006;01:06:00;0.55;0.358;245.33;2.4;0.0;0.0;7.0
20/12/2006;01:07:00;0.223;0.327;238.09;1.0;0.0;0.0;0.0
20/12/2006;01:08:00;0.44;0.189;242.54;1.9;0.0;0.0;16.0
20/12/2006;01:09:00;0.553;0.085;236.04;2.5;0.0;0.0;8.0
20/12/2006;01:10:00;0.348;0.194;243.04;1.5;0.0;0.0;0.0
20/12/2006;01:11:00;0.212;0.208;238.25;0.9;0.0;0.0;0.0
20/12/2006;01:12:00;0.268;0.313;238.12;1.2;0.0;0.0;0.0
20/12/2006;01:13:00;0.374;0.074;234.53;1.7;0.0;0.0;0.0
20/12/2006;01:14:00;0.354;0.327;233.19;1.6;0.0;0.0;0.0
20/12/2006;01:15:00;0.613;0.202;242.25;2.7;0.0;0.0;13.0
20/12/2006;01:16:00;0.211;0.084;239.62;0.9;0.0;0.0;0.0
20/12/2006;01:17:00;0.216;0.171;243.07;0.9;0.0;0.0;0.0
20/12/2006;01:18:00;0.436;0.094;241.78;1.9;0.0;0.0;12.0
20/12/2006;01:19:00;0.556;0.191;243.38;2.4;0.0;1.0;12.0
20/12/2006;01:20:00;0.514;0.271;240.31;2.3;0.0;0.0;11.0
20/12/2006;01:21:00;0.312;0.35;240.6;1.4;0.0;0.0;0.0
20/12/2006;01:22:00;0.383;0.127;233.72;1.7;0.0;0.0;0.0
20/12/2006;01:23:00;0.366;0.088;236.62;1.6;0.0;0.0;0.0
20/12/2006;01:24:00;0.656;0.148;244.82;2.8;0.0;0.0;7.0
20/12/2006;01:25:00;2.385;0.335;236.22;10.6;0.0;2.0;13.0
20/12/2006;01:26:00;0.218;0.202;232.99;1.0;0.0;0.0;0.0
20/12/2006;01:27:00;0.263;0.337;235.58;1.2;0.0;0.0;0.0
20/12/2006;01:28:00;0.417;0.344;237.64;1.8;0.0;0.0;11.0
20/12/2006;01:29:00;0.323;0.062;239.07;1.4;0.0;0.0;0.0
20/12/2006;01:30:00;0.441;0.236;238.48;1.9;0.0;0.0;13.0
20/12/2006;01:31:00;0.633;0.333;240.79;2.8;0.0;2.0;9.0
20/12/2006;01:32:00;0.583;0.329;243.69;2.5;0.0;0.0;1.0
20/12/2006;01:33:00;0.697;0.105;241.62;3.0;0.0;0.0;8.0
20/12/2006;01:34:00;0.238;0.266;243.2;1.0;0.0;0.0;0.0
20/12/2006;01:35:00;0.324;0.091;239.67;1.4;0.0;0.0;0.0
20/12/2006;01:36:00;0.571;0.364;238.58;2.5;0.0;1.0;13.0
20/12/2006;01:37:00;0.56;0.23;240.02;2.5;0.0;0.0;16.0
20/12/2006;01:38:00;0.323;0.345;246.27;1.4;0.0;0.0;0.0
20/12/2006;01:39:00;0.632;0.287;242.06;2.7;0.0;0.0;3.0
20/12/2006;01:40:00;2.536;0.383;241.98;11.0;0.0;0.0;20.0
20/12/2006;01:41:00;0.636;0.262;241.73;2.8;0.0;0.0;1.0
20/12/2006;01:42:00;5.041;0.325;240.74;22.0;0.0;0.0;23.0
20/12/2006;01:43:00;0.37;0.273;238.31;1.6;0.0;0.0;0.0
20/12/2006;01:44:00;0.605;0.065;244.65;2.6;0.0;0.0;3.0
20/12/2006;01:45:00;0.234;0.179;240.58;1.0;0.0;0.0;0.0
20/12/2006;01:46:00;0.28;0.141;241.44;1.2;0.0;0.0;0.0
20/12/2006;01:47:00;0.411;0.21;243.68;1.8;0.0;0.0;11.0
20/12/2006;01:48:00;0.398;0.195;244.72;1.7;0.0;0.0;0.0
20/12/2006;01:49:00;0.612;0.137;244.98;2.6;0.0;0.0;15.0
20/12/2006;01:50:00;0.631;0.131;237.82;2.8;0.0;2.0;14.0
20/12/2006;01:51:00;0.684;0.283;244.54;2.9;0.0;0.0;9.0
20/12/2006;01:52:00;0.456;0.059;236.9;2.0;0.0;0.0;12.0
20/12/2006;01:53:00;0.352;0.229;240.86;1.5;0.0;0.0;0.0
20/12/2006;01:54:00;0.22;0.32;238.15;1.0;0.0;0.0;0.0
20/12/2006;01:55:00;0.361;0.092;242.4;1.6;0.0;0.0;0.0
